CODIGO_CLIENTE;FECHA_CONTACTO;CANAL;COD_CANAL;COD_SERVICIO;sexo;Fecha de nacimiento;segmento;producto1;producto2;producto3
1;20/05/2020;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;26/05/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;2/07/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;21/02/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;14/05/2020;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;22/01/2020;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;29/12/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;20/02/2020;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;11/06/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;30/04/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;3/09/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;6/12/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;28/03/2020;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;13/01/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;6/05/2020;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;26/11/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;21/09/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;27/11/2019;OFICINAS;1;15;m;8/01/1974;rentas masivas;si;si;no
1;9/03/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;22/09/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;23/04/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;27/01/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;21/01/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;14/06/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;22/04/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;18/02/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;18/02/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;12/05/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;2/01/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;7/03/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;1/08/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;18/01/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;12/04/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;10/06/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;1/05/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;12/10/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;16/04/2020;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;30/03/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;31/01/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;4/05/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;7/08/2019;OFICINAS;1;20;m;8/01/1974;rentas masivas;si;si;no
1;15/01/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;25/02/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;17/10/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;25/03/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;24/03/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;2/02/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;21/06/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;30/05/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;7/11/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;25/06/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;10/10/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;3/08/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;7/04/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;28/04/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;14/07/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;6/03/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;21/04/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;27/02/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;20/03/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;1/09/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;9/01/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;8/04/2020;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;20/03/2019;OFICINAS;1;25;m;8/01/1974;rentas masivas;si;si;no
1;20/02/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;29/01/2020;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;7/06/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;19/01/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;28/03/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;20/03/2020;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;13/08/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;27/04/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;17/08/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;12/07/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;3/02/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;30/05/2020;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;17/02/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;25/06/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;15/01/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;31/08/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;20/03/2020;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;20/06/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;21/11/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;9/05/2020;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;13/06/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;13/05/2020;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;17/10/2019;OFICINAS;1;30;m;8/01/1974;rentas masivas;si;si;no
1;7/06/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;2/05/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;23/01/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;4/01/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;1/05/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;22/05/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;28/08/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;11/09/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;27/05/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;12/06/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;8/01/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;19/12/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;24/05/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;4/02/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;10/02/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;17/04/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;9/04/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;22/05/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;20/05/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;16/04/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;15/05/2020;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;16/09/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;13/06/2019;OFICINAS;1;35;m;8/01/1974;rentas masivas;si;si;no
1;21/05/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;7/04/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;27/01/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;3/03/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;28/03/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;28/11/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;2/06/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;18/12/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;2/10/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;24/05/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;25/09/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;26/02/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;16/03/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;7/06/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;8/03/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;13/04/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;19/02/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;18/05/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;31/05/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;6/02/2020;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;3/12/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;13/12/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;22/05/2019;OFICINAS;1;40;m;8/01/1974;rentas masivas;si;si;no
1;13/10/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;16/04/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;24/01/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;15/04/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;19/01/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;12/05/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;27/03/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;3/06/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;24/08/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;4/12/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;23/02/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;19/03/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;23/04/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;27/04/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;25/01/2020;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;21/12/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;13/05/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;1/06/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;21/09/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;19/12/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;19/10/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;27/01/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;24/06/2019;OFICINAS;1;45;m;8/01/1974;rentas masivas;si;si;no
1;16/08/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;16/04/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;6/07/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;28/10/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;8/09/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;20/06/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;31/07/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;23/02/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;23/05/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;26/06/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;8/04/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;17/12/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;18/03/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;31/08/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;19/02/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;4/06/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;13/04/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;24/06/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;9/01/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;21/05/2019;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;27/05/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;25/03/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;2/05/2020;OFICINAS;1;50;m;8/01/1974;rentas masivas;si;si;no
1;23/09/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;3/07/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;5/02/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;3/07/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;31/01/2020;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;8/01/2020;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;5/01/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;30/03/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;24/07/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;14/05/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;11/05/2020;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;14/02/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;8/04/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;29/07/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;10/12/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;23/08/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;12/06/2020;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;12/05/2020;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;12/09/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;11/08/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;27/03/2020;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;14/07/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;30/11/2019;OFICINAS;1;55;m;8/01/1974;rentas masivas;si;si;no
1;13/06/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;12/10/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;24/08/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;11/07/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;23/04/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;19/11/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;7/03/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;29/10/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;7/11/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;6/04/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;29/06/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;30/07/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;23/06/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;25/10/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;27/06/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;9/06/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;4/01/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;16/01/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;26/03/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;4/08/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;4/02/2020;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;22/07/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;30/07/2019;OFICINAS;1;60;m;8/01/1974;rentas masivas;si;si;no
1;5/10/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;13/08/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;3/04/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;7/06/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;9/08/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;26/02/2020;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;14/02/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;30/03/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;10/12/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;9/10/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;21/05/2020;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;28/03/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;21/04/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;14/03/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;23/05/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;9/06/2020;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;28/01/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;7/06/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;23/03/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;8/01/2020;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;24/01/2019;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;20/05/2020;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;14/04/2020;OFICINAS;1;65;m;8/01/1974;rentas masivas;si;si;no
1;21/10/2019;OFICINAS;1;70;m;8/01/1974;rentas masivas;si;si;no
1;5/01/2020;OFICINAS;1;70;m;8/01/1974;rentas masivas;si;si;no
1;30/04/2019;OFICINAS;1;75;m;8/01/1974;rentas masivas;si;si;no
1;29/05/2019;OFICINAS;1;75;m;8/01/1974;rentas masivas;si;si;no
1;13/06/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;4/05/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;7/07/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;8/10/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;11/06/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;19/01/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;4/11/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;17/12/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;11/03/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;12/06/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;27/01/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;18/11/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;30/01/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;16/06/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;8/09/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;2/02/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;4/04/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;6/05/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;8/04/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;5/05/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;14/03/2020;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;16/01/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;10/01/2019;KIOSKOS;3;5;m;8/01/1974;rentas masivas;si;si;no
1;14/01/2019;KIOSKOS;3;10;m;8/01/1974;rentas masivas;si;si;no
1;15/07/2019;KIOSKOS;3;10;m;8/01/1974;rentas masivas;si;si;no
